CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerStatus,ComplainReceived,WarehouseToHomeRange,TenureRange,CashbackAmountRange
55485,0,3,Mobile Phone,1,36,Debit Card,Male,4,6,Laptop & Accessory,3,Married,10,0,18,1,2,7,189,Retained,No,Far distance,6 Months,Moderate Cashback Amount
55486,0,16,Mobile Phone,1,15,Debit Card,Male,3,4,Mobile Phone,3,Single,6,0,14,2,2,1,165,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55487,1,1,Mobile Phone,3,9,E wallet,Male,3,5,Laptop & Accessory,4,Single,9,1,13,2,3,5,224,Churned,Yes,Very close distance,6 Months,High Cashback Amount
55488,0,20,Mobile Phone,3,10,Cash on Delivery,Female,3,2,Grocery,5,Married,4,0,13,3,3,9,257,Retained,No,Very close distance,2 Years,High Cashback Amount
55489,0,1,Mobile Phone,3,30,Credit Card,Female,3,5,Laptop & Accessory,3,Married,3,0,22,4,6,9,160,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55490,0,3,Mobile Phone,2,13,Credit Card,Male,3,5,Mobile Phone,4,Married,3,0,12,2,2,1,153,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55491,0,17,Mobile Phone,1,13,Credit Card,Female,3,5,Others,3,Married,9,0,16,7,7,15,319,Retained,No,Close distance,2 Years,Very High Cashback Amount
55492,0,22,Mobile Phone,1,17,Debit Card,Male,4,5,Others,4,Married,6,0,16,4,13,10,322,Retained,No,Close distance,2 Years,Very High Cashback Amount
55493,1,1,Computer,1,31,Debit Card,Male,4,5,Mobile Phone,1,Single,3,1,25,2,2,1,149,Churned,Yes,Far distance,6 Months,Moderate Cashback Amount
55494,1,10,Mobile Phone,3,17,Debit Card,Female,4,4,Fashion,4,Married,7,0,22,2,2,8,198,Churned,No,Close distance,1 Year,Moderate Cashback Amount
55495,0,1,Computer,1,22,Debit Card,Female,4,5,Mobile Phone,5,Married,2,0,20,1,8,4,173,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55496,0,13,Mobile Phone,1,26,UPI,Male,3,4,Laptop & Accessory,1,Married,10,0,15,1,3,3,164,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
55497,0,29,Mobile Phone,1,9,Cash on Delivery,Male,4,5,Mobile Phone,1,Married,10,0,21,2,2,5,152,Retained,No,Very close distance,more than 2 years,Moderate Cashback Amount
55498,0,2,Mobile Phone,3,10,Credit Card,Female,4,4,Mobile Phone,4,Married,3,0,20,2,2,1,154,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55499,1,1,Mobile Phone,3,16,Credit Card,Male,3,4,Mobile Phone,1,Single,3,0,14,1,2,1,136,Churned,No,Close distance,6 Months,Moderate Cashback Amount
55500,1,1,Mobile Phone,1,14,Debit Card,Male,4,4,Mobile Phone,4,Single,3,1,24,2,2,1,150,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
55501,0,10,Mobile Phone,3,17,Cash on Delivery,Female,4,5,Laptop & Accessory,3,Married,3,1,14,1,2,8,182,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
55502,0,5,Mobile Phone,1,27,Debit Card,Male,3,4,Laptop & Accessory,3,Married,3,0,12,1,2,3,167,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55503,0,8,Mobile Phone,3,11,Debit Card,Male,4,4,Fashion,1,Married,4,1,14,1,2,5,222,Retained,Yes,Close distance,1 Year,High Cashback Amount
55504,0,3,Mobile Phone,1,14,Debit Card,Male,3,4,Mobile Phone,5,Single,5,0,15,1,2,3,146,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55505,0,11,Mobile Phone,1,14,Credit Card,Male,4,4,Laptop & Accessory,5,Married,7,1,23,1,2,5,168,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
55506,0,9,Mobile Phone,1,23,UPI,Female,3,5,Laptop & Accessory,4,Married,2,1,12,1,2,3,173,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
55507,0,19,Mobile Phone,1,32,Debit Card,Female,4,5,Laptop & Accessory,1,Married,2,0,14,1,4,9,184,Retained,No,Far distance,2 Years,Moderate Cashback Amount
55508,0,10,Computer,2,9,UPI,Male,4,5,Laptop & Accessory,1,Single,3,0,22,2,2,9,164,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55509,0,14,Mobile Phone,1,8,Debit Card,Male,4,4,Grocery,5,Married,4,0,16,3,12,17,293,Retained,No,Very close distance,2 Years,High Cashback Amount
55510,0,1,Mobile Phone,1,8,Debit Card,Female,3,5,Mobile Phone,3,Married,3,1,14,1,2,1,154,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
55511,0,1,Mobile Phone,3,9,Credit Card,Female,3,2,Laptop & Accessory,3,Single,2,0,15,1,2,8,190,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55512,0,22,Computer,1,29,Credit Card,Female,3,4,Grocery,1,Married,5,0,16,2,5,8,297,Retained,No,Moderate distance,2 Years,High Cashback Amount
55513,0,18,Mobile Phone,1,8,Debit Card,Male,4,2,Laptop & Accessory,5,Married,4,0,16,2,3,3,175,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55514,1,1,Computer,1,23,Cash on Delivery,Male,3,6,Mobile Phone,5,Married,3,1,24,1,4,1,148,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
55515,1,20,Mobile Phone,1,31,Debit Card,Male,4,4,Mobile Phone,1,Single,3,0,17,1,2,1,151,Churned,No,Far distance,2 Years,Moderate Cashback Amount
55516,0,10,Mobile Phone,3,24,E wallet,Male,3,5,Laptop & Accessory,4,Married,4,0,17,2,2,4,180,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
55517,0,15,Mobile Phone,3,15,E wallet,Female,3,4,Laptop & Accessory,4,Married,7,0,22,1,2,5,169,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55518,0,16,Mobile Phone,1,13,Credit Card,Male,3,4,Fashion,5,Married,11,0,14,6,3,8,258,Retained,No,Close distance,2 Years,High Cashback Amount
55519,0,5,Mobile Phone,3,17,Credit Card,Female,3,4,Laptop & Accessory,1,Married,4,1,12,2,2,5,191,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
55520,0,8,Mobile Phone,3,10,Credit Card,Female,4,5,Laptop & Accessory,1,Married,5,1,13,1,2,2,206,Retained,Yes,Very close distance,1 Year,High Cashback Amount
55521,0,5,Mobile Phone,1,11,Credit Card,Female,4,2,Mobile Phone,3,Married,10,0,13,2,3,3,165,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55522,0,1,Computer,1,13,UPI,Male,4,2,Mobile Phone,1,Married,2,0,19,3,8,8,150,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55523,0,19,Computer,1,8,Credit Card,Male,3,4,Laptop & Accessory,3,Single,6,0,13,1,2,4,179,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55524,0,7,Mobile Phone,3,17,E wallet,Male,3,4,Laptop & Accessory,3,Single,3,0,15,1,2,10,180,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55525,0,2,Computer,3,8,Debit Card,Male,3,5,Laptop & Accessory,1,Married,3,1,13,2,2,8,193,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
55526,1,1,Computer,3,31,Cash on Delivery,Male,3,2,Mobile Phone,5,Single,3,0,18,1,2,1,136,Churned,No,Far distance,6 Months,Moderate Cashback Amount
55527,0,13,Computer,3,28,Debit Card,Female,3,6,Laptop & Accessory,3,Married,8,0,20,1,2,3,182,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
55528,0,1,Mobile Phone,1,9,Cash on Delivery,Male,3,4,Mobile Phone,4,Married,3,0,12,1,2,3,147,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55529,0,8,Computer,1,29,UPI,Male,3,5,Laptop & Accessory,1,Married,3,1,16,4,7,12,182,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
55530,1,1,Mobile Phone,3,20,E wallet,Female,3,4,Laptop & Accessory,3,Single,5,1,12,1,3,5,224,Churned,Yes,Close distance,6 Months,High Cashback Amount
55531,0,21,Computer,1,21,Cash on Delivery,Male,4,4,Laptop & Accessory,4,Married,10,0,19,1,2,8,180,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
55532,0,30,Mobile Phone,3,18,E wallet,Female,3,5,Laptop & Accessory,5,Married,6,0,17,1,2,1,179,Retained,No,Close distance,more than 2 years,Moderate Cashback Amount
55533,0,13,Mobile Phone,1,16,Credit Card,Male,3,4,Laptop & Accessory,5,Married,3,0,26,1,8,10,177,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55534,0,12,Computer,1,15,Credit Card,Female,3,5,Laptop & Accessory,4,Married,3,1,17,2,2,8,146,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
55535,0,61,Mobile Phone,3,28,Debit Card,Female,4,4,Grocery,1,Married,6,1,16,1,2,1,304,Retained,Yes,Moderate distance,more than 2 years,Very High Cashback Amount
55536,1,1,Computer,1,12,Debit Card,Female,3,2,Mobile Phone,3,Single,5,1,15,1,2,4,149,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
55537,0,12,Mobile Phone,1,16,Debit Card,Male,4,4,Mobile Phone,1,Married,4,0,20,1,2,4,173,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55538,0,23,Computer,1,9,Debit Card,Male,3,4,Others,1,Married,5,0,16,5,5,4,317,Retained,No,Very close distance,2 Years,Very High Cashback Amount
55539,0,16,Mobile Phone,3,19,E wallet,Male,4,4,Laptop & Accessory,1,Married,5,1,13,2,2,1,176,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
55540,1,1,Computer,2,29,UPI,Female,3,5,Mobile Phone,4,Married,3,0,13,2,2,1,154,Churned,No,Moderate distance,6 Months,Moderate Cashback Amount
55541,0,9,Mobile Phone,3,25,Credit Card,Male,4,4,Laptop & Accessory,5,Married,2,0,17,2,2,5,181,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
55542,0,2,Computer,1,23,Credit Card,Male,3,4,Mobile Phone,3,Single,3,0,15,1,2,5,146,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55543,0,5,Computer,1,10,Credit Card,Male,3,4,Mobile Phone,5,Married,3,1,14,3,3,4,156,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
55544,0,10,Computer,1,16,Debit Card,Male,4,2,Mobile Phone,4,Married,3,0,23,2,2,3,153,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55545,0,8,Mobile Phone,3,8,E wallet,Male,3,4,Fashion,1,Single,3,0,22,3,3,5,224,Retained,No,Very close distance,1 Year,High Cashback Amount
55546,0,8,Mobile Phone,3,20,Credit Card,Male,3,4,Fashion,3,Married,3,0,19,1,2,5,211,Retained,No,Close distance,1 Year,High Cashback Amount
55547,0,1,Mobile Phone,1,8,Credit Card,Male,4,4,Mobile Phone,5,Single,2,0,14,8,8,7,154,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55548,0,3,Mobile Phone,1,8,Debit Card,Male,3,4,Laptop & Accessory,5,Married,2,0,13,1,2,3,179,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55549,0,6,Computer,1,22,Credit Card,Female,3,4,Laptop & Accessory,1,Married,7,0,19,1,2,3,192,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55550,0,5,Computer,1,8,Debit Card,Male,3,6,Laptop & Accessory,5,Married,3,0,22,7,9,8,175,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55551,1,1,Mobile Phone,1,24,Cash on Delivery,Male,3,5,Mobile Phone,1,Married,7,0,13,2,2,4,149,Churned,No,Moderate distance,6 Months,Moderate Cashback Amount
55552,0,12,Mobile Phone,3,8,Debit Card,Male,3,5,Mobile Phone,5,Single,6,0,15,2,2,1,154,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55553,0,9,Mobile Phone,3,14,Debit Card,Female,3,4,Laptop & Accessory,1,Married,3,1,12,2,2,10,177,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
55554,0,1,Mobile Phone,3,16,E wallet,Male,3,4,Laptop & Accessory,1,Single,3,0,15,2,2,8,166,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55555,0,6,Mobile Phone,1,12,Debit Card,Male,3,5,Laptop & Accessory,1,Single,10,0,25,2,2,5,222,Retained,No,Close distance,6 Months,High Cashback Amount
55556,1,1,Computer,3,33,E wallet,Male,4,4,Laptop & Accessory,1,Married,3,1,12,1,2,9,181,Churned,Yes,Far distance,6 Months,Moderate Cashback Amount
55557,1,17,Mobile Phone,3,31,Debit Card,Male,4,4,Fashion,5,Single,8,1,14,1,3,5,229,Churned,Yes,Far distance,2 Years,High Cashback Amount
55558,0,28,Mobile Phone,1,16,Debit Card,Female,4,4,Laptop & Accessory,3,Married,5,0,12,2,3,4,154,Retained,No,Close distance,more than 2 years,Moderate Cashback Amount
55559,0,7,Computer,1,14,Debit Card,Male,3,4,Laptop & Accessory,3,Married,3,0,21,1,3,9,185,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55560,0,17,Mobile Phone,1,18,Debit Card,Male,2,4,Fashion,3,Married,3,0,18,2,2,10,200,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55561,0,12,Computer,2,8,UPI,Male,3,4,Mobile Phone,4,Married,2,1,12,1,2,3,155,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
55562,0,29,Mobile Phone,2,33,UPI,Male,4,2,Others,4,Married,6,1,16,2,2,5,321,Retained,Yes,Far distance,more than 2 years,Very High Cashback Amount
55563,0,5,Mobile Phone,1,9,Credit Card,Female,3,6,Mobile Phone,1,Married,3,1,12,1,2,1,136,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
55564,0,13,Mobile Phone,3,22,E wallet,Male,4,4,Grocery,5,Single,2,0,13,5,3,11,258,Retained,No,Moderate distance,2 Years,High Cashback Amount
55565,0,16,Computer,1,30,Debit Card,Male,3,5,Laptop & Accessory,3,Single,3,0,13,4,4,8,168,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
55566,0,5,Computer,1,17,Credit Card,Female,3,4,Fashion,3,Married,6,0,21,4,3,9,235,Retained,No,Close distance,6 Months,High Cashback Amount
55567,0,28,Mobile Phone,1,17,Credit Card,Female,4,4,Laptop & Accessory,5,Single,8,1,20,1,2,5,169,Retained,Yes,Close distance,more than 2 years,Moderate Cashback Amount
55568,0,1,Mobile Phone,1,8,Debit Card,Male,3,5,Laptop & Accessory,3,Single,3,0,13,2,2,3,171,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55569,0,1,Mobile Phone,1,19,UPI,Male,4,4,Mobile Phone,1,Single,3,0,14,2,2,5,151,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55570,0,14,Computer,1,18,Cash on Delivery,Female,4,4,Laptop & Accessory,3,Married,3,0,12,8,10,5,188,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55571,0,14,Mobile Phone,3,9,E wallet,Female,4,4,Laptop & Accessory,4,Married,5,0,15,2,6,11,182,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55572,0,1,Mobile Phone,2,9,UPI,Female,3,4,Mobile Phone,4,Married,6,0,15,1,2,3,147,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55573,0,4,Mobile Phone,1,8,Credit Card,Male,4,4,Mobile Phone,4,Married,3,0,14,2,2,8,162,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55574,0,1,Mobile Phone,1,9,UPI,Male,3,4,Mobile Phone,3,Married,8,1,20,1,2,3,165,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
55575,0,21,Mobile Phone,1,32,Credit Card,Male,3,4,Fashion,3,Single,4,0,24,10,13,5,211,Retained,No,Far distance,2 Years,High Cashback Amount
55576,0,7,Computer,1,8,Credit Card,Male,3,5,Mobile Phone,3,Married,3,0,13,1,2,1,145,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55577,0,12,Mobile Phone,3,8,Debit Card,Male,3,4,Laptop & Accessory,4,Married,2,0,16,2,6,9,169,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55578,0,5,Mobile Phone,3,9,Debit Card,Male,3,4,Mobile Phone,3,Married,2,0,20,1,2,3,156,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55579,0,12,Computer,1,13,Debit Card,Male,4,5,Laptop & Accessory,3,Married,4,0,12,3,8,8,178,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55580,0,16,Mobile Phone,1,25,Debit Card,Male,3,4,Laptop & Accessory,5,Married,8,1,18,2,2,3,179,Retained,Yes,Moderate distance,2 Years,Moderate Cashback Amount
55581,0,15,Mobile Phone,1,8,Debit Card,Male,4,4,Mobile Phone,1,Married,5,0,23,1,2,1,153,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55582,0,21,Computer,1,8,Credit Card,Female,4,4,Fashion,4,Married,2,0,19,1,3,13,245,Retained,No,Very close distance,2 Years,High Cashback Amount
55583,0,9,Mobile Phone,1,18,Credit Card,Male,3,4,Mobile Phone,3,Married,9,1,12,3,3,3,152,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
55584,0,1,Mobile Phone,1,8,Debit Card,Male,4,4,Mobile Phone,3,Single,2,0,13,2,2,3,159,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55585,0,9,Mobile Phone,1,16,Credit Card,Male,3,4,Laptop & Accessory,3,Single,3,0,20,1,2,9,176,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55586,0,7,Mobile Phone,1,22,Credit Card,Female,4,4,Laptop & Accessory,1,Married,2,1,14,7,9,2,174,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
55587,0,6,Mobile Phone,1,36,Debit Card,Female,3,5,Mobile Phone,4,Single,3,0,14,1,5,2,153,Retained,No,Far distance,6 Months,Moderate Cashback Amount
55588,0,14,Mobile Phone,1,8,Debit Card,Male,3,4,Mobile Phone,1,Married,10,0,20,2,2,1,149,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55589,0,6,Mobile Phone,3,8,Credit Card,Male,4,5,Mobile Phone,4,Married,2,0,15,3,3,3,148,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55590,0,13,Mobile Phone,1,31,Debit Card,Male,3,4,Laptop & Accessory,1,Single,9,0,14,1,2,8,166,Retained,No,Far distance,2 Years,Moderate Cashback Amount
55591,0,12,Mobile Phone,1,17,Credit Card,Female,4,6,Fashion,3,Married,5,0,13,1,3,12,257,Retained,No,Close distance,1 Year,High Cashback Amount
55592,0,6,Mobile Phone,3,8,E wallet,Female,3,4,Fashion,1,Married,3,0,20,1,6,5,229,Retained,No,Very close distance,6 Months,High Cashback Amount
55593,0,11,Mobile Phone,1,17,Debit Card,Female,3,2,Fashion,1,Married,3,1,26,2,7,9,262,Retained,Yes,Close distance,1 Year,High Cashback Amount
55594,0,1,Mobile Phone,3,15,UPI,Female,3,4,Laptop & Accessory,3,Married,2,1,23,1,2,5,174,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
55595,0,26,Computer,3,36,Debit Card,Male,3,4,Mobile Phone,1,Married,4,0,16,2,2,1,160,Retained,No,Far distance,more than 2 years,Moderate Cashback Amount
55596,0,18,Mobile Phone,1,8,Credit Card,Male,3,4,Mobile Phone,1,Single,8,1,13,2,2,3,149,Retained,Yes,Very close distance,2 Years,Moderate Cashback Amount
55597,0,1,Mobile Phone,3,12,Credit Card,Male,3,4,Mobile Phone,5,Single,3,1,12,2,2,3,149,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
55598,0,13,Computer,1,16,Debit Card,Male,3,4,Others,1,Single,4,0,16,2,2,4,319,Retained,No,Close distance,2 Years,Very High Cashback Amount
55599,1,1,Computer,3,16,E wallet,Male,3,4,Mobile Phone,5,Married,3,0,20,2,2,1,143,Churned,No,Close distance,6 Months,Moderate Cashback Amount
55600,0,10,Mobile Phone,3,10,Credit Card,Female,4,5,Fashion,1,Married,2,0,20,1,4,5,201,Retained,No,Very close distance,1 Year,High Cashback Amount
55601,0,10,Computer,1,11,Debit Card,Female,4,4,Laptop & Accessory,4,Married,9,0,14,1,2,3,176,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55602,0,30,Computer,1,8,Debit Card,Male,3,4,Laptop & Accessory,3,Married,3,0,22,1,2,10,188,Retained,No,Very close distance,more than 2 years,Moderate Cashback Amount
55603,1,1,Mobile Phone,1,8,Credit Card,Male,3,4,Mobile Phone,1,Married,11,1,15,3,3,3,173,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
55604,0,16,Mobile Phone,1,9,Debit Card,Male,3,4,Others,3,Married,7,0,16,1,5,15,314,Retained,No,Very close distance,2 Years,Very High Cashback Amount
55605,1,20,Mobile Phone,1,14,Cash on Delivery,Male,4,4,Mobile Phone,3,Married,10,0,12,7,10,9,148,Churned,No,Close distance,2 Years,Moderate Cashback Amount
55606,0,15,Mobile Phone,1,35,Debit Card,Female,3,5,Grocery,4,Married,2,0,24,2,2,11,261,Retained,No,Far distance,2 Years,High Cashback Amount
55607,0,8,Mobile Phone,3,35,E wallet,Female,4,5,Laptop & Accessory,3,Married,3,0,22,2,2,8,192,Retained,No,Far distance,1 Year,Moderate Cashback Amount
55608,0,10,Computer,3,22,E wallet,Male,3,6,Laptop & Accessory,1,Married,3,0,25,6,12,12,179,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
55609,0,15,Mobile Phone,3,10,Debit Card,Male,3,5,Laptop & Accessory,4,Married,4,0,12,2,2,5,214,Retained,No,Very close distance,2 Years,High Cashback Amount
55610,0,6,Mobile Phone,1,9,Cash on Delivery,Male,4,4,Mobile Phone,5,Single,3,0,15,1,2,3,149,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55611,0,9,Mobile Phone,2,33,Debit Card,Female,3,4,Fashion,1,Single,3,1,17,2,2,5,213,Retained,Yes,Far distance,1 Year,High Cashback Amount
55612,0,12,Mobile Phone,3,17,Debit Card,Female,4,4,Laptop & Accessory,1,Married,3,0,12,1,2,10,178,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55613,1,14,Computer,3,8,Debit Card,Male,4,4,Laptop & Accessory,3,Married,9,0,13,2,2,2,192,Churned,No,Very close distance,2 Years,Moderate Cashback Amount
55614,0,10,Mobile Phone,3,18,E wallet,Female,4,5,Laptop & Accessory,1,Married,6,0,14,2,2,1,192,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55615,0,19,Mobile Phone,3,27,Debit Card,Female,3,4,Laptop & Accessory,3,Single,10,0,16,1,2,2,174,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
55616,0,14,Mobile Phone,1,9,Debit Card,Male,1,5,Mobile Phone,3,Single,4,0,15,1,3,3,153,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55617,0,9,Computer,1,25,Debit Card,Male,4,4,Laptop & Accessory,3,Married,3,1,15,1,2,3,182,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
55618,0,14,Mobile Phone,1,9,Credit Card,Female,4,4,Mobile Phone,3,Married,4,0,15,1,2,3,145,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55619,0,9,Mobile Phone,1,8,Debit Card,Female,4,6,Mobile Phone,1,Married,3,0,13,2,2,2,155,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55620,0,3,Mobile Phone,1,20,UPI,Male,3,5,Laptop & Accessory,4,Married,6,1,14,1,2,4,165,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
55621,0,3,Mobile Phone,1,35,Credit Card,Female,4,5,Mobile Phone,5,Single,3,0,15,1,2,5,163,Retained,No,Far distance,6 Months,Moderate Cashback Amount
